Fold_id	trigram	type_of_bracketing
2 	market-n_research-n_director-n 	L
2 	leveraged-j_buy-out-n_fever-n 	L
2 	public-j_sector-n_requirement-n 	L
2 	holiday-n_driving-n_season-n 	L
2 	patchwork-j_quilt-n_pattern-n 	L
2 	short-j_interest-n_position-n 	L
2 	gall-n_bladder-n_ailment-n 	L
2 	image-n_processing-n_equipment-n 	L
3 	special-j_cash-n_distribution-n 	R
3 	separate-j_pay-n_raise-n 	R
3 	British-j_brokerage-n_concern-n 	R
3 	diversified-j_electronics-n_company-n 	R
3 	raw-j_desert-n_land-n 	R
3 	British-j_trade-n_deficit-n 	R
3 	late-j_market-n_drop-n 	R
3 	well-known-j_newsletter-n_writer-n 	R
3 	recent-j_investment-n_letter-n 	R
3 	global-j_ivory-n_ban-n 	R
3 	substantial-j_wage-n_increase-n 	R
3 	strong-j_financing-n_tool-n 	R
3 	temporary-j_gasoline-n_tax-n 	R
3 	dominant-j_market-n_share-n 	R
3 	local-j_phone-n_company-n 	R
3 	uncertain-j_investment-n_climate-n 	R
3 	large-j_cocoa-n_merchant-n 	R
3 	only-j_auto-n_insurance-n 	R
3 	giant-j_tourism-n_complex-n 	R
3 	high-j_market-n_volatility-n 	R
3 	regional-j_telephone-n_company-n 	R
3 	daily-j_share-n_turnover-n 	R
3 	net-j_interest-n_income-n 	R
3 	sophisticated-j_trial-n_consulting-n 	R
3 	major-j_liability-n_case-n 	R
3 	ranking-j_minority-n_member-n 	R
3 	similar-j_consortium-n_approach-n 	R
3 	state-n_gasoline-n_tax-n 	R
3 	whole-j_ball-n_game-n 	R
3 	entire-j_equity-n_investment-n 	R
3 	great-j_trading-n_volume-n 	R
3 	eventual-j_court-n_decision-n 	R
3 	real-estate-n_franchise-n_network-n 	R
3 	high-j_interest-n_expense-n 	R
3 	European-j_defense-n_industry-n 	R
3 	average-j_total-n_return-n 	R
3 	standard-j_industry-n_measure-n 	R
3 	national-j_conservation-n_movement-n 	R
3 	strong-j_profit-n_growth-n 	R
3 	French-j_chemical-n_company-n 	R
3 	new-j_agency-n_group-n 	R
3 	black-and-white-j_print-n_ad-n 	R
3 	Canadian-j_auto-n_demand-n 	R
3 	high-j_interest-n_income-n 	R
3 	temporary-j_tax-n_increase-n 	R
3 	black-j_ad-n_executive-n 	R
3 	military-j_group-n_commander-n 	R
3 	heavy-j_drug-n_trafficking-n 	R
3 	new-j_credit-n_agreement-n 	R
3 	normal-j_adult-n_relationship-n 	R
3 	technical-j_market-n_analysis-n 	R
3 	federal-j_borrowing-n_limit-n 	R
3 	big-j_point-n_decline-n 	R
3 	new-j_operating-n_structure-n 	R
3 	sudden-j_trade-n_deficit-n 	R
3 	routine-j_police-n_work-n 	R
3 	percentage-n_price-n_gain-n 	R
3 	bad-j_tuna-n_sandwich-n 	R
3 	complex-j_financing-n_plan-n 	R
3 	big-j_cancer-n_killer-n 	R
3 	former-j_staff-n_director-n 	R
3 	state-n_ballot-n_initiative-n 	R
3 	local-j_brokerage-n_firm-n 	R
3 	short-term-j_money-n_market-n 	R
3 	current-j_account-n_deficit-n 	R
3 	defense-n_housing-n_production-n 	R
3 	less-j_profit-n_impact-n 	R
3 	annual-j_growth-n_rate-n 	R
3 	light-j_trading-n_volume-n 	R
3 	positive-j_advertising-n_spending-n 	R
3 	operating-n_cash-n_flow-n 	R
3 	democratic-j_staff-n_official-n 	R
3 	tough-j_advertising-n_climate-n 	R
3 	so-called-j_target-n_premium-n 	R
3 	professional-j_art-n_restorer-n 	R
3 	television-n_talk-n_show-n 	R
3 	prolonged-j_production-n_halt-n 	R
3 	major-j_money-n_manager-n 	R
3 	successful-j_cataract-n_surgery-n 	R
3 	policy-n_research-n_organization-n 	R
3 	small-j_equity-n_stake-n 	R
3 	former-j_vice-n_chairman-n 	R
3 	poor-j_business-n_management-n 	R
3 	final-j_business-n_product-n 	R
3 	great-j_merger-n_wave-n 	R
3 	large-j_capital-n_base-n 	R
3 	minority-n_ownership-n_stake-n 	R
3 	specific-j_management-n_team-n 	R
3 	national-j_television-n_network-n 	R
3 	effective-j_interagency-n_process-n 	R
3 	great-j_investment-n_bank-n 	R
3 	low-j_purchase-n_price-n 	R
3 	chief-n_operating-n_officer-n 	R
3 	two-year-j_labor-n_pact-n 	R
3 	previous-j_consent-n_agreement-n 	R
3 	Jamaican-j_tourism-n_minister-n 	R
3 	national-j_electricity-n_shortage-n 	R
3 	separate-j_computer-n_file-n 	R
3 	considerable-j_fund-n_selling-n 	R
3 	median-j_family-n_income-n 	R
3 	investment-n_tax-n_credit-n 	R
3 	Canadian-j_gas-n_transportation-n 	R
3 	volatile-j_stock-n_market-n 	R
3 	less-j_shelf-n_space-n 	R
3 	whole-j_production-n_industry-n 	R
3 	new-j_engine-n_plant-n 	R
3 	reasonable-j_royalty-n_method-n 	R
3 	Canadian-j_steel-n_production-n 	R
3 	general-j_emergency-n_assistance-n 	R
3 	international-j_wildlife-n_conference-n 	R
3 	personal-j_holding-n_company-n 	R
3 	French-j_abortion-n_pill-n 	R
3 	tough-j_revenue-n_environment-n 	R
3 	overseas-j_investment-n_strategy-n 	R
3 	mandatory-j_board-n_retirement-n 	R
3 	substantial-j_government-n_interest-n 	R
3 	cumulative-j_default-n_rate-n 	R
3 	extra-j_risk-n_premium-n 	R
3 	cash-n_dividend-n_payment-n 	R
3 	enormous-j_market-n_power-n 	R
3 	federal-j_income-n_tax-n 	R
3 	Japanese-j_apple-n_market-n 	R
3 	first-j_buy-out-n_bid-n 	R
3 	sudden-j_market-n_dip-n 	R
3 	extensive-j_development-n_drilling-n 	R
3 	Soviet-j_news-n_agency-n 	R
3 	late-j_period-n_loss-n 	R
3 	group-n_managing-n_director-n 	R
3 	new-j_tax-n_money-n 	R
3 	alleged-j_tax-n_fraud-n 	R
3 	low-j_face-n_value-n 	R
3 	first-j_trading-n_session-n 	R
3 	significant-j_revenue-n_growth-n 	R
3 	early-j_call-n_date-n 	R
3 	light-j_investor-n_interest-n 	R
3 	double-j_accounting-n_system-n 	R
3 	current-j_management-n_team-n 	R
3 	automatic-j_call-n_processor-n 	R
3 	tumultuous-j_night-n_session-n 	R
3 	big-j_program-n_trader-n 	R
3 	daily-j_news-n_review-n 	R
3 	third-j_robbery-n_attempt-n 	R
3 	second-j_buy-out-n_attempt-n 	R
3 	own-j_consulting-n_company-n 	R
3 	new-j_government-n_agency-n 	R
3 	state-n_bar-n_association-n 	R
3 	chemical-n_manufacturing-n_plant-n 	L
3 	equity-n_portfolio-n_strategist-n 	L
3 	acquisition-n_revenue-n_bond-n 	L
3 	beer-n_packaging-n_plant-n 	L
3 	health-n_care-n_service-n 	L
3 	passenger-n_revenue-n_growth-n 	L
3 	leftist-j_union-n_hall-n 	L
3 	home-n_exercise-n_equipment-n 	L
3 	start-up-j_investment-n_pool-n 	L
3 	private-j_placement-n_transaction-n 	L
3 	celebrity-n_interview-n_program-n 	L
3 	retail-j_credit-n_analyst-n 	L
3 	junk-n_bond-n_manager-n 	L
3 	exchange-n_rate-n_mechanism-n 	L
3 	specialty-n_chemical-n_company-n 	L
3 	beer-n_industry-n_sale-n 	L
3 	oil-n_exploration-n_chief-n 	L
3 	primary-j_capital-n_ratio-n 	L
3 	monetary-j_policy-n_target-n 	L
3 	operating-n_system-n_software-n 	L
3 	program-n_trading-n_situation-n 	L
3 	computer-n_security-n_manager-n 	L
3 	marine-j_construction-n_company-n 	L
3 	home-n_delivery-n_system-n 	L
3 	convertible-j_debt-n_deal-n 	L
3 	high-j_court-n_majority-n 	L
3 	food-n_service-n_business-n 	L
3 	bankruptcy-n_court-n_hearing-n 	L
3 	stock-n_ownership-n_plan-n 	L
3 	real-j_estate-n_trust-n 	L
3 	approved-j_counsel-n_list-n 	L
3 	retail-j_ad-n_spending-n 	L
3 	home-n_repair-n_program-n 	L
3 	liquid-j_yield-n_note-n 	L
3 	junk-n_bond-n_explosion-n 	L
3 	gas-n_pipeline-n_proposal-n 	L
3 	optical-j_storage-n_device-n 	L
3 	computer-n_hardware-n_business-n 	L
3 	net-j_interest-n_bill-n 	L
3 	written-j_consent-n_process-n 	L
3 	motor-n_home-n_business-n 	L
3 	low-j_financing-n_rate-n 	L
3 	local-j_service-n_revenue-n 	L
3 	deep-j_sea-n_fishing-n 	L
3 	information-n_service-n_company-n 	L
3 	desktop-j_computer-n_user-n 	L
3 	regulatory-j_review-n_process-n 	L
3 	oil-n_company-n_executive-n 	L
3 	business-n_development-n_concern-n 	L
3 	technology-n_stock-n_outlook-n 	L
3 	stock-n_market-n_capitalization-n 	L
3 	gasoline-n_tax-n_increase-n 	L
3 	tax-n_loss-n_carry-forward-n 	L
3 	natural-j_gas-n_pit-n 	L
3 	stock-n_market-n_drop-n 	L
3 	tender-n_offer-n_supplement-n 	L
3 	net-j_interest-n_margin-n 	L
3 	bond-n_market-n_rally-n 	L
3 	leveraged-j_buy-out-n_deal-n 	L
3 	investment-n_banking-n_group-n 	L
3 	motion-n_picture-n_production-n 	L
3 	early-j_retirement-n_plan-n 	L
3 	air-n_chemistry-n_division-n 	L
3 	real-j_estate-n_mortgage-n 	L
3 	chemical-n_industry-n_analyst-n 	L
3 	financial-j_district-n_firm-n 	L
3 	natural-j_gas-n_well-n 	L
3 	general-j_emergency-n_assistance-n 	L
3 	calcium-n_channel-n_blocker-n 	L
3 	organized-j_crime-n_figure-n 	L
3 	industrial-j_bond-n_department-n 	L
3 	capital-n_spending-n_plan-n 	L
3 	public-j_service-n_effort-n 	L
3 	punk-n_rock-n_decadence-n 	L
3 	personal-j_computer-n_software-n 	L
3 	disk-n_drive-n_maker-n 	L
3 	arbitrage-n_trading-n_opportunity-n 	L
4 	standard-j_wall-n_socket-n 	R
4 	regular-j_cash-n_distribution-n 	R
4 	great-j_mystery-n_novelist-n 	R
4 	good-j_brood-n_mare-n 	R
4 	weak-j_employment-n_report-n 	R
4 	routine-j_trading-n_day-n 	R
4 	European-j_air-n_time-n 	R
4 	committee-n_staff-n_member-n 	R
4 	female-n_university-n_employee-n 	R
4 	new-j_headquarters-n_building-n 	R
4 	vanilla-n_ice-n_cream-n 	R
4 	blanket-n_reporting-n_requirement-n 	R
4 	marketing-n_vice-n_president-n 	R
4 	last-j_ice-n_age-n 	R
4 	major-j_trading-n_house-n 	R
4 	huge-j_selling-n_spree-n 	R
4 	safe-j_winter-n_grazing-n 	R
4 	black-j_velvet-n_suit-n 	R
4 	former-j_research-n_manager-n 	R
4 	available-j_cash-n_flow-n 	R
4 	free-j_shuttle-n_bus-n 	R
4 	large-j_reinsurance-n_exposure-n 	R
4 	Japanese-j_semiconductor-n_maker-n 	R
4 	total-j_contract-n_value-n 	R
4 	uniform-j_delivery-n_system-n 	R
4 	real-j_holiday-n_season-n 	R
4 	strong-j_balance-n_sheet-n 	R
4 	Iraqi-j_oil-n_minister-n 	R
4 	chief-j_accounting-n_officer-n 	R
4 	British-j_air-n_time-n 	R
4 	commercial-j_air-n_service-n 	R
4 	international-j_aviation-n_show-n 	R
4 	cash-n_operating-n_cost-n 	R
4 	standard-n_operating-n_system-n 	R
4 	former-j_crime-n_buster-n 	R
4 	last-j_fertilizer-n_plant-n 	R
4 	first-j_road-n_trip-n 	R
4 	Japanese-j_car-n_maker-n 	R
4 	solid-j_growth-n_path-n 	R
4 	recent-j_market-n_turbulence-n 	R
4 	obvious-j_pawn-n_move-n 	R
4 	television-n_advertising-n_campaign-n 	R
4 	federal-j_transportation-n_law-n 	R
4 	serious-j_reality-n_check-n 	R
4 	similar-j_age-n_group-n 	R
4 	diversified-j_business-n_segment-n 	R
4 	chief-n_executive-n_officer-n 	R
4 	new-j_price-n_index-n 	R
4 	discount-n_department-n_store-n 	R
4 	cooperative-j_rating-n_bureaus-n 	R
4 	stock-n_market-n_volatility-n 	R
4 	government-n_cost-n_discipline-n 	R
4 	new-j_government-n_loan-n 	R
4 	first-j_bond-n_offering-n 	R
4 	family-n_paper-n_work-n 	R
4 	Mexican-j_mining-n_company-n 	R
4 	liberal-j_research-n_group-n 	R
4 	new-j_disk-n_drive-n 	R
4 	full-j_purchase-n_price-n 	R
4 	only-j_luxury-n_brand-n 	R
4 	major-j_processing-n_plant-n 	R
4 	recent-j_audience-n_discussion-n 	R
4 	pilot-n_plastic-n_pencil-n 	R
4 	recent-j_board-n_meeting-n 	R
4 	Syrian-j_troop-n_pullout-n 	R
4 	own-j_balance-n_sheet-n 	R
4 	total-j_gold-n_output-n 	R
4 	senior-j_bank-n_debt-n 	R
4 	asset-n_sale-n_price-n 	R
4 	low-j_state-n_house-n 	R
4 	big-j_reserve-n_addition-n 	R
4 	recent-j_coup-n_attempt-n 	R
4 	chief-j_market-n_strategist-n 	R
4 	assistant-n_attorney-n_general-n 	R
4 	specific-j_bid-n_proposal-n 	R
4 	senior-j_debt-n_financing-n 	R
4 	new-j_executive-n_officer-n 	R
4 	European-j_ad-n_executive-n 	R
4 	federal-j_bankruptcy-n_law-n 	R
4 	Israeli-j_passenger-n_bus-n 	R
4 	tentative-j_contract-n_agreement-n 	R
4 	new-j_manufacturing-n_industry-n 	R
4 	big-j_market-n_slide-n 	R
4 	only-j_company-n_unit-n 	R
4 	entire-j_stock-n_market-n 	R
4 	annual-j_interest-n_rate-n 	R
4 	first-j_management-n_change-n 	R
4 	same-j_age-n_group-n 	R
4 	total-j_purchase-n_price-n 	R
4 	original-j_yield-n_estimate-n 	R
4 	good-j_child-n_care-n 	R
4 	world-wide-j_computer-n_system-n 	R
4 	overall-j_program-n_trading-n 	R
4 	own-j_crime-n_initiative-n 	R
4 	original-j_buy-out-n_proposal-n 	R
4 	federal-j_district-n_court-n 	R
4 	high-end-j_disk-n_drive-n 	R
4 	first-j_debt-n_offering-n 	R
4 	British-j_food-n_producer-n 	R
4 	loud-j_rock-n_music-n 	R
4 	tactical-j_asset-n_allocation-n 	R
4 	total-j_buy-out-n_price-n 	R
4 	same-j_mountain-n_spring-n 	R
4 	British-j_brokerage-n_firm-n 	R
4 	major-j_cocoa-n_producer-n 	R
4 	daily-j_television-n_show-n 	R
4 	heavy-j_earthquake-n_damage-n 	R
4 	routine-j_courtesy-n_call-n 	R
4 	political-j_apple-n_cart-n 	R
4 	most-j_fee-n_income-n 	R
4 	senior-j_industry-n_analyst-n 	R
4 	additional-j_production-n_capacity-n 	R
4 	same-j_weight-n_class-n 	R
4 	yellow-j_fire-n_hose-n 	R
4 	video-n_entertainment-n_system-n 	R
4 	two-tier-j_price-n_system-n 	R
4 	small-j_consulting-n_outfit-n 	R
4 	high-j_default-n_risk-n 	R
4 	low-j_average-n_volatility-n 	R
4 	business-n_translation-n_service-n 	R
4 	monetary-j_tax-n_benefit-n 	R
4 	global-j_retailing-n_network-n 	R
4 	recent-j_diversification-n_attempt-n 	R
4 	average-j_household-n_income-n 	R
4 	British-j_car-n_maker-n 	R
4 	low-j_commission-n_revenue-n 	R
4 	major-j_art-n_collection-n 	R
4 	executive-n_vice-n_president-n 	R
4 	faulty-j_engine-n_computer-n 	R
4 	Canadian-j_government-n_argument-n 	R
4 	total-j_debt-n_reduction-n 	R
4 	robust-j_bull-n_market-n 	R
4 	usual-j_intervention-n_period-n 	R
4 	interactive-j_telephone-n_technology-n 	R
4 	short-j_position-n_change-n 	R
4 	established-j_brand-n_name-n 	R
4 	long-term-j_bank-n_debt-n 	R
4 	government-n_contract-n_business-n 	R
4 	national-j_tv-n_show-n 	R
4 	guidance-n_management-n_reserve-n 	R
4 	core-n_inflation-n_rate-n 	R
4 	major-j_commodity-n_chemical-n 	R
4 	short-j_attention-n_span-n 	R
4 	standard-j_bishop-n_attack-n 	R
4 	late-j_investment-n_fad-n 	R
4 	strong-j_buying-n_interest-n 	R
4 	art-n_porcelain-n_company-n 	L
4 	tax-n_revenue-n_note-n 	L
4 	industrial-j_production-n_index-n 	L
4 	short-term-j_spending-n_bill-n 	L
4 	due-j_diligence-n_investigation-n 	L
4 	power-n_generating-n_project-n 	L
4 	stock-n_trading-n_division-n 	L
4 	portfolio-n_insurance-n_technique-n 	L
4 	real-j_estate-n_sector-n 	L
4 	regional-j_theater-n_establishment-n 	L
4 	advanced-j_technology-n_initiative-n 	L
4 	regulatory-j_reform-n_staff-n 	L
4 	baseball-n_player-n_agency-n 	L
4 	motor-n_industry-n_management-n 	L
4 	foreign-j_trade-n_sector-n 	L
4 	nuclear-j_power-n_plant-n 	L
4 	crude-j_oil-n_production-n 	L
4 	trust-n_fund-n_selling-n 	L
4 	airline-n_buy-out-n_fever-n 	L
4 	health-n_care-n_industry-n 	L
4 	network-n_television-n_news-n 	L
4 	central-j_bank-n_support-n 	L
4 	board-n_room-n_split-n 	L
4 	domestic-j_stock-n_volume-n 	L
4 	public-j_debt-n_market-n 	L
4 	contraceptive-j_marketing-n_business-n 	L
4 	multiple-j_voting-n_stock-n 	L
4 	casualty-n_insurance-n_company-n 	L
4 	portable-j_computer-n_technology-n 	L
4 	educational-j_loan-n_program-n 	L
4 	heating-n_oil-n_future-n 	L
4 	natural-j_gas-n_rule-n 	L
4 	marketing-n_strategy-n_firm-n 	L
4 	computer-n_product-n_group-n 	L
4 	foreign-j_aid-n_debate-n 	L
4 	real-j_estate-n_concern-n 	L
4 	insurance-n_brokerage-n_agency-n 	L
4 	database-n_software-n_company-n 	L
4 	video-n_shopping-n_industry-n 	L
4 	network-n_television-n_time-n 	L
4 	commercial-j_bank-n_financing-n 	L
4 	pharmaceutical-j_research-n_firm-n 	L
4 	life-n_insurance-n_side-n 	L
4 	emergency-n_relief-n_spokesman-n 	L
4 	cable-n_television-n_network-n 	L
4 	real-j_estate-n_slump-n 	L
4 	public-n_debt-n_borrowing-n 	L
4 	network-n_news-n_broadcast-n 	L
4 	agricultural-j_biotechnology-n_concern-n 	L
4 	program-n_trading-n_business-n 	L
4 	mutual-j_fund-n_company-n 	L
4 	real-j_estate-n_developer-n 	L
4 	high-j_crime-n_community-n 	L
4 	investment-n_information-n_department-n 	L
4 	magazine-n_design-n_guru-n 	L
4 	disease-n_management-n_concept-n 	L
4 	Syrian-j_troop-n_pullout-n 	L
4 	economic-j_consulting-n_firm-n 	L
4 	gain-n_tax-n_cut-n 	L
4 	digital-j_recording-n_equipment-n 	L
4 	state-n_court-n_judge-n 	L
4 	leveraged-j_buy-out-n_phenomenon-n 	L
4 	electronic-j_service-n_company-n 	L
4 	merchant-n_banking-n_firm-n 	L
4 	intimate-j_apparel-n_industry-n 	L
4 	two-tier-j_price-n_theory-n 	L
4 	exchange-n_rate-n_system-n 	L
4 	black-j_granite-n_table-n 	L
4 	oil-n_pipeline-n_unit-n 	L
4 	mobile-j_telephone-n_system-n 	L
4 	court-n_trial-n_level-n 	L
4 	insurance-n_brokerage-n_firm-n 	L
4 	air-n_conditioning-n_use-n 	L
4 	long-haul-j_trucking-n_business-n 	L
4 	lung-n_cancer-n_tissue-n 	L
4 	program-n_trading-n_issue-n 	L
4 	home-n_center-n_chain-n 	L
5 	alternative-j_egg-n_product-n 	R
5 	independent-j_trade-n_union-n 	R
5 	majority-n_shareholder-n_vote-n 	R
5 	national-j_air-n_carrier-n 	R
5 	longtime-j_family-n_friend-n 	R
5 	new-j_labor-n_agreement-n 	R
5 	first-j_jury-n_verdict-n 	R
5 	big-j_business-n_demand-n 	R
5 	secret-j_computer-n_formula-n 	R
5 	other-j_intelligence-n_service-n 	R
5 	positive-j_asset-n_backing-n 	R
5 	main-j_group-n_board-n 	R
5 	magnetic-j_brain-n_tweaking-n 	R
5 	new-j_notification-n_fee-n 	R
5 	first-j_business-n_magazine-n 	R
5 	federal-j_copyright-n_law-n 	R
5 	previous-j_target-n_level-n 	R
5 	potential-j_bidding-n_war-n 	R
5 	official-j_entry-n_status-n 	R
5 	so-called-j_commodity-n_end-n 	R
5 	weekly-j_news-n_magazine-n 	R
5 	special-j_tank-n_farm-n 	R
5 	own-j_tax-n_money-n 	R
5 	expanded-j_hospital-n_coverage-n 	R
5 	own-j_population-n_turnaround-n 	R
5 	vast-j_country-n_house-n 	R
5 	traditional-j_computer-n_supplier-n 	R
5 	own-j_printing-n_company-n 	R
5 	wide-j_trade-n_deficit-n 	R
5 	management-n_information-n_system-n 	R
5 	impending-j_takeover-n_attempt-n 	R
5 	German-j_army-n_officer-n 	R
5 	regional-j_air-n_carrier-n 	R
5 	strong-j_growth-n_area-n 	R
5 	ever-growing-j_family-n_tree-n 	R
5 	emergency-n_command-n_center-n 	R
5 	new-j_environment-n_initiative-n 	R
5 	recent-j_agency-n_search-n 	R
5 	real-j_capital-n_investment-n 	R
5 	excess-j_market-n_volatility-n 	R
5 	third-j_conference-n_report-n 	R
5 	adequate-j_labor-n_market-n 	R
5 	big-j_paper-n_company-n 	R
5 	improved-j_ad-n_linage-n 	R
5 	first-j_contract-n_year-n 	R
5 	resonant-j_bass-n_note-n 	R
5 	domestic-j_auto-n_industry-n 	R
5 	overall-j_buying-n_interest-n 	R
5 	maximum-j_opening-n_move-n 	R
5 	only-j_telephone-n_service-n 	R
5 	comparable-j_store-n_basis-n 	R
5 	Canadian-j_newspaper-n_publisher-n 	R
5 	federal-j_death-n_penalty-n 	R
5 	long-j_evening-n_meeting-n 	R
5 	British-j_capital-n_account-n 	R
5 	senior-j_vice-n_president-n 	R
5 	low-j_interest-n_expense-n 	R
5 	total-j_charity-n_intake-n 	R
5 	portable-j_massage-n_chair-n 	R
5 	top-j_brokerage-n_firm-n 	R
5 	separate-j_engine-n_plant-n 	R
5 	sufficient-j_cash-n_flow-n 	R
5 	sole-j_chief-n_executive-n 	R
5 	overnight-j_lending-n_rate-n 	R
5 	straight-j_term-n_policy-n 	R
5 	major-j_dress-n_manufacturer-n 	R
5 	prime-j_lending-n_rate-n 	R
5 	more-j_government-n_spending-n 	R
5 	state-n_petroleum-n_monopoly-n 	R
5 	two-hour-j_lunch-n_break-n 	R
5 	initial-j_press-n_run-n 	R
5 	volatile-j_transportation-n_category-n 	R
5 	massive-j_rate-n_base-n 	R
5 	low-j_repayment-n_risk-n 	R
5 	so-called-j_batch-n_processing-n 	R
5 	good-j_credit-n_analysis-n 	R
5 	new-j_software-n_program-n 	R
5 	high-j_page-n_cost-n 	R
5 	traditional-j_merchandise-n_trade-n 	R
5 	international-j_buying-n_spree-n 	R
5 	average-j_growth-n_rate-n 	R
5 	British-j_jewelry-n_market-n 	R
5 	broad-j_death-n_penalty-n 	R
5 	specialty-n_defense-n_work-n 	R
5 	big-j_price-n_gain-n 	R
5 	early-j_summary-n_judgment-n 	R
5 	suitable-j_test-n_case-n 	R
5 	foreign-j_paper-n_company-n 	R
5 	low-j_interest-n_rate-n 	R
5 	Syrian-j_troop-n_withdrawal-n 	R
5 	government-n_research-n_orchard-n 	R
5 	complete-j_starter-n_kit-n 	R
5 	revolutionary-j_bike-n_wheel-n 	R
5 	only-j_staff-n_physician-n 	R
5 	national-j_shipping-n_company-n 	R
5 	cooperative-j_business-n_relationship-n 	R
5 	German-j_paper-n_company-n 	R
5 	voluntary-j_settlement-n_plan-n 	R
5 	old-j_baseball-n_fan-n 	R
5 	internal-j_expansion-n_slot-n 	R
5 	big-j_electronics-n_retailer-n 	R
5 	intentional-j_law-n_breaking-n 	R
5 	independent-j_phone-n_company-n 	R
5 	previous-j_bill-n_sale-n 	R
5 	individual-j_retirement-n_account-n 	R
5 	large-j_debt-n_load-n 	R
5 	overseas-j_branch-n_business-n 	R
5 	international-j_vice-n_president-n 	R
5 	federal-j_deposit-n_insurance-n 	R
5 	school-n_law-n_review-n 	R
5 	Bulgarian-j_emigration-n_controversy-n 	R
5 	federal-j_disaster-n_relief-n 	R
5 	new-j_defense-n_secretary-n 	R
5 	big-j_waste-n_dump-n 	R
5 	sudden-j_dividend-n_elimination-n 	R
5 	group-n_vice-n_president-n 	R
5 	new-j_research-n_publication-n 	R
5 	improved-j_operating-n_profit-n 	R
5 	opposition-n_labor-n_group-n 	R
5 	American-j_vehicle-n_capacity-n 	R
5 	European-j_trading-n_session-n 	R
5 	good-j_production-n_talent-n 	R
5 	high-j_blood-n_pressure-n 	R
5 	low-j_operating-n_profit-n 	R
5 	private-j_wealth-n_creation-n 	R
5 	new-j_television-n_commercial-n 	R
5 	crisp-j_autumn-n_day-n 	R
5 	strange-j_bird-n_behavior-n 	R
5 	low-j_tax-n_payment-n 	R
5 	banker-n_acceptance-n_rate-n 	R
5 	heavy-j_tax-n_load-n 	R
5 	proposed-j_purchase-n_price-n 	R
5 	international-j_bank-n_syndicate-n 	R
5 	high-j_interest-n_rate-n 	R
5 	Japanese-j_department-n_store-n 	R
5 	particular-j_death-n_sentence-n 	R
5 	intense-j_press-n_criticism-n 	R
5 	European-j_stock-n_trading-n 	R
5 	such-j_disaster-n_relief-n 	R
5 	three-year-j_labor-n_agreement-n 	R
5 	inadequate-j_capital-n_formation-n 	R
5 	sudden-j_price-n_swing-n 	R
5 	imminent-j_price-n_decline-n 	R
5 	real-j_working-n_world-n 	R
5 	circulation-n_rate-n_base-n 	R
5 	special-j_shareholder-n_dividend-n 	R
5 	plastic-n_container-n_facility-n 	L
5 	paper-n_company-n_management-n 	L
5 	fourth-j_quarter-n_performance-n 	L
5 	sugar-n_mill-n_job-n 	L
5 	high-j_yield-n_market-n 	L
5 	office-n_building-n_vacancy-n 	L
5 	gas-n_pipeline-n_concern-n 	L
5 	major-j_league-n_appearance-n 	L
5 	optical-j_storage-n_technology-n 	L
5 	steel-n_quota-n_program-n 	L
5 	direct-j_mail-n_division-n 	L
5 	free-j_trade-n_agreement-n 	L
5 	property-n_claim-n_service-n 	L
5 	market-n_information-n_firm-n 	L
5 	national-j_policy-n_making-n 	L
5 	television-n_news-n_career-n 	L
5 	capital-n_restructuring-n_program-n 	L
5 	consumer-n_service-n_industry-n 	L
5 	semiconductor-n_marketing-n_arm-n 	L
5 	commercial-j_real-estate-n_investment-n 	L
5 	foreign-j_policy-n_speech-n 	L
5 	consumer-n_finance-n_unit-n 	L
5 	portfolio-n_management-n_concern-n 	L
5 	garden-n_design-n_method-n 	L
5 	average-j_life-n_assumption-n 	L
5 	district-n_court-n_judge-n 	L
5 	retinal-j_cell-n_growth-n 	L
5 	real-j_estate-n_company-n 	L
5 	exchange-n_rate-n_adjustment-n 	L
5 	short-j_interest-n_ratio-n 	L
5 	financial-j_system-n_breakdown-n 	L
5 	venture-n_capital-n_firm-n 	L
5 	home-n_delivery-n_circulation-n 	L
5 	cold-j_fusion-n_uproar-n 	L
5 	risk-n_arbitrage-n_account-n 	L
5 	magazine-n_ad-n_revenue-n 	L
5 	student-n_aid-n_commission-n 	L
5 	real-j_estate-n_firm-n 	L
5 	financial-j_restructuring-n_plan-n 	L
5 	network-n_news-n_division-n 	L
5 	consumer-n_behavior-n_research-n 	L
5 	social-j_science-n_center-n 	L
5 	money-n_market-n_economist-n 	L
5 	term-n_loan-n_portion-n 	L
5 	mail-n_room-n_staff-n 	L
5 	hostile-j_takeover-n_field-n 	L
5 	cold-j_fusion-n_experiment-n 	L
5 	character-n_recognition-n_equipment-n 	L
5 	corporate-j_bond-n_market-n 	L
5 	stock-n_market-n_volatility-n 	L
5 	clean-j_air-n_bill-n 	L
5 	death-n_penalty-n_case-n 	L
5 	real-j_estate-n_business-n 	L
5 	bottled-j_water-n_selection-n 	L
5 	home-n_improvement-n_show-n 	L
5 	tender-n_offer-n_price-n 	L
5 	medical-j_device-n_manufacturer-n 	L
5 	investment-n_banking-n_company-n 	L
5 	television-n_news-n_magazine-n 	L
5 	tactical-j_control-n_aircraft-n 	L
5 	personal-j_computer-n_segment-n 	L
5 	wire-n_transfer-n_profile-n 	L
5 	foreign-j_currency-n_trading-n 	L
5 	corporate-j_debt-n_market-n 	L
5 	working-j_capital-n_financing-n 	L
5 	environmental-j_protection-n_bond-n 	L
